title,price,currency,brand,category,source,link,image,search_query,page,in_stock,date_scraped
Sandisk Ultra Flair Clé Usb 32Gb Usb 3.0 Flash Drive Vitesse 150 Mb/s // DataTraveler,14900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-ultra-flair-cle-usb-32gb-usb-3.0-flash-drive-vitesse-150-mbs-datatraveler-44919022.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/091944/1.jpg?2942,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB - 64GB - 2.0/3.0/3.1,9900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-64gb-2.03.03.1-kingston-mpg852166.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/806562/1.jpg?3361,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB Kingston - 64GB - USB Pour Stockage - 2.0/3.0/3.1,9900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-kingston-64gb-usb-pour-stockage-2.03.03.1-kingston-mpg62470.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/425232/1.jpg?1133,cle usb,3,True,2026-05-03 11:29:31
Samsung BAR¨Plus Clé Usb 64Gb - Usb 3.1 - 300 MB/s : Transférez vos Fichiers Rapidement,17900,MAD,Samsung,USB Flash Drive,Jumia,https://www.jumia.ma/samsung-barplus-cle-usb-64gb-usb-3.1-300-mbs-transferez-vos-fichiers-rapidement-66573968.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/937566/1.jpg?4244,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB Kingston - 32GB - USB Pour Stockage - 2.0/3.0/3.1,7900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-kingston-32gb-usb-pour-stockage-2.03.03.1-kingston-mpg75980.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/901162/1.jpg?1785,cle usb,3,True,2026-05-03 11:29:31
Sandisk Clé Usb 3.0 capacité 128Gb Vitesse 150 Mb/s // DataTraveler Flash Drive,25500,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-3.0-capacite-128gb-vitesse-150-mbs-datatraveler-flash-drive-63465354.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/356436/1.jpg?0226,cle usb,3,True,2026-05-03 11:29:31
"Lenovo Clés USB,1900 GB/2TB (Type-c et usb 2.0)",19900,MAD,Lenovo,USB Flash Drive,Jumia,https://www.jumia.ma/lenovo-cles-usb1900-gb2tb-type-c-et-usb-2.0-65639822.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/893656/1.jpg?1719,cle usb,3,True,2026-05-03 11:29:31
Kingston CLE USB KINGSTON - 32GB - 2.0/3.0/3.1,7900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-kingston-32gb-2.03.03.1-kingston-mpg74447.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/360752/1.jpg?7412,cle usb,3,True,2026-05-03 11:29:31
Kingston - DTSE9H - Clé USB - 16 Go - DataTraveler- Argent,7900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/dtse9h-cle-usb-16-go-datatraveler-argent-kingston-mpg45641.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/029572/1.jpg?7087,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB DataTraveler Kyson USB Type-A 3.2 Gen1 - 128 Go (DTKN/128GB),19400,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-cle-usb-datatraveler-kyson-usb-type-a-3.2-gen1-128-go-dtkn128gb-65461728.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/716456/1.jpg?2850,cle usb,3,True,2026-05-03 11:29:31
Toshiba TransMemory U202 - clé USB - 16 Go,6400,MAD,Toshiba,USB Flash Drive,Jumia,https://www.jumia.ma/transmemory-u202-cle-usb-16-go-toshiba-mpg52761.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/597812/1.jpg?5715,cle usb,3,True,2026-05-03 11:29:31
Lenovo Clé USB  type C 2TB,18700,MAD,Lenovo,USB Flash Drive,Jumia,https://www.jumia.ma/lenovo-cle-usb-type-c-2tb-65724336.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/342756/1.jpg?6950,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB Kingston - 16GB - USB Pour Stockage,7900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-kingston-16gb-usb-pour-stockage-kingston-mpg86942.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/402182/1.jpg?2006,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé Usb  kingston - 16Go Supporte Windows® & Mac,6900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-kingston-16go-supporte-windowsr-mac-kingston-mpg49540.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/160752/1.jpg?3259,cle usb,3,True,2026-05-03 11:29:31
Sandisk Clé USB Ultra Flair - 32Gb - 3.0 - Gris Vitesse 150 MB/s,8900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-ultra-flair-32gb-3.0-gris-vitesse-150-mbs-65794339.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/349756/1.jpg?9627,cle usb,3,True,2026-05-03 11:29:31
Lenovo Clés USB(Noir)1890 GB/2TB(Type-c et usb 2.0),19900,MAD,Lenovo,USB Flash Drive,Jumia,https://www.jumia.ma/lenovo-cles-usbnoir1890-gb2tbtype-c-et-usb-2.0-65971943.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/917956/1.jpg?9090,cle usb,3,True,2026-05-03 11:29:31
Kingston Clé USB - 256GB - USB Pour Stockage - USB 3.2 - DataTraveler EXODIA M,26900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-cle-usb-256gb-usb-pour-stockage-usb-3.2-datatraveler-exodia-m-61085839.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/858016/1.jpg?7925,cle usb,3,True,2026-05-03 11:29:31
Cle USB Enregistreur Numerique Voice Dictaphone Vocal Micro Recorder Espion,29000,MAD,Cle,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-enregistreur-numerique-voice-dictaphone-vocal-micro-recorder-espion-64936516.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/563946/1.jpg?8192,cle usb,3,True,2026-05-03 11:29:31
Mini Enregistreur Vocal HD Portable 32 Go - Dictaphone Audio - Clé USB Enregistreur Numérique V,34900,MAD,Mini,USB Flash Drive,Jumia,https://www.jumia.ma/generic-mini-enregistreur-vocal-hd-portable-32-go-dictaphone-audio-cle-usb-enregistreur-numerique-v-65761386.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/316756/1.jpg?5318,cle usb,3,True,2026-05-03 11:29:31
Cle USB Camera HD 720P - Mini Enregistreur Video invisible,34900,MAD,Cle,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-camera-hd-720p-mini-enregistreur-video-invisible-65753170.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/135756/1.jpg?9345,cle usb,3,True,2026-05-03 11:29:31
"Mini Emergency Power Bank,porte-clés avec connecteur USB Type-C,Battery 1500 mAh",5900,MAD,Mini,USB Flash Drive,Jumia,https://www.jumia.ma/generic-mini-emergency-power-bankporte-cles-avec-connecteur-usb-type-cbattery-1500-mah-64194163.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/149146/1.jpg?4670,cle usb,3,True,2026-05-03 11:29:31
"Clé USB Enregistreur Vocal – Discret, Portable et Haute Qualité Audio",11500,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-enregistreur-vocal-discret-portable-et-haute-qualite-audio-67185382.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/358176/1.jpg?2361,cle usb,3,True,2026-05-03 11:29:31
Bande LED USB Ruban de Lumière Flexible 5050 RGB TV Rétro-Eclairé Avec télécommande à 24 Clés,7500,MAD,Bande,USB Flash Drive,Jumia,https://www.jumia.ma/bande-led-usb-ruban-de-lumiere-flexible-5050-rgb-tv-retro-eclaire-avec-telecommande-a-24-cles-generic-mpg1478702.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/360694/1.jpg?6840,cle usb,3,True,2026-05-03 11:29:31
Clé USB Enregistreur Vocal Mini Discret Rechargeable – Dictaphone Audio Numérique avec Support Carte TF – Enregistrement en 1 Clic pour Réunions & Cours,12800,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-enregistreur-vocal-mini-discret-rechargeable-dictaphone-audio-numerique-avec-support-carte-tf-enregistrement-en-1-clic-pour-reunions-cours-67708972.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/980776/1.jpg?9900,cle usb,4,True,2026-05-03 11:29:35
Clé de jeu USB 4K Hdmi,34080,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/cle-de-jeu-usb-4k-hdmi-generic-mpg1544031.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/527376/1.jpg?9331,cle usb,4,True,2026-05-03 11:29:35
Philips Clé USB Originale 32Gb USB 2.0 Flash Drive / High Speed,14900,MAD,Philips,USB Flash Drive,Jumia,https://www.jumia.ma/philips-cle-usb-originale-32gb-usb-2.0-flash-drive-high-speed-67697928.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/979676/1.jpg?1394,cle usb,4,True,2026-05-03 11:29:35
ZKTeco Pointeuse Biométrique ZKT IN01 + Clé USB Cadeau offerte (Empreinte Carte rfid Code),299000,MAD,ZKTeco,USB Flash Drive,Jumia,https://www.jumia.ma/zkteco-pointeuse-biometrique-zkt-in01-cle-usb-cadeau-offerte-empreinte-carte-rfid-code-66567972.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/976566/1.jpg?5364,cle usb,4,True,2026-05-03 11:29:35
Sandisk clé usb 32GB Lecteur flash USB 3.0 Ultra Flair SDCZ73-032G-G46 rétro-compatible,17900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-32gb-lecteur-flash-usb-3.0-ultra-flair-sdcz73-032g-g46-retro-compatible-62854008.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/045826/1.jpg?1999,cle usb,5,True,2026-05-03 11:29:39
hiksemi CLE USB S560 1To USB 3.2 METAL,151900,MAD,hiksemi,USB Flash Drive,Jumia,https://www.jumia.ma/hiksemi-cle-usb-s560-1to-usb-3.2-metal-67670545.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/507676/1.jpg?0272,cle usb,5,True,2026-05-03 11:29:39
Kingston Clé USB  DataTraveler Micro 3.1 USB Type-A 3.2 Gen 1 128 Go (DTMC3G2/128GB),23300,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-cle-usb-datatraveler-micro-3.1-usb-type-a-3.2-gen-1-128-go-dtmc3g2128gb-65459935.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/995456/1.jpg?8024,cle usb,5,True,2026-05-03 11:29:39
Clé USB à empreinte digitale sécurisée cryptée de haute technologie 256 Go 3.0 Go,57000,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-a-empreinte-digitale-securisee-cryptee-de-haute-technologie-256-go-3.0-go-65779005.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/097756/1.jpg?6585,cle usb,5,True,2026-05-03 11:29:39
"Clé USB à double connectique pour les appareils USB Mrico, 2To",19900,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-a-double-connectique-pour-les-appareils-usb-mrico-2to-56664892.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/846665/1.jpg?6925,cle usb,5,True,2026-05-03 11:29:39
"ADATA Clé USB 2.0 UV250 - 16GB, 32GB, 64GB (AUV250-16G-RBK)",9900,MAD,ADATA,USB Flash Drive,Jumia,https://www.jumia.ma/adata-cle-usb-2.0-uv250-16gb-32gb-64gb-auv250-16g-rbk-65136969.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/963156/1.jpg?5728,cle usb,5,True,2026-05-03 11:29:39
"Sandisk clé USB 3.1 Ultra multifonctionnelle support à mémoire de 32GB, lecteur type-c",17900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-3.1-ultra-multifonctionnelle-support-a-memoire-de-32gb-lecteur-type-c-62835178.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/153826/1.jpg?7481,cle usb,5,True,2026-05-03 11:29:39
Kodak Mini clé usb 128 GB,12700,MAD,Kodak,USB Flash Drive,Jumia,https://www.jumia.ma/kodak-mini-cle-usb-128-gb-67267479.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/476276/1.jpg?1344,cle usb,5,True,2026-05-03 11:29:39
Sandisk Clé USB Ultra Flair - 128Gb - 3.0 - Gris Vitesse 150 MB/s,17900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-ultra-flair-128gb-3.0-gris-vitesse-150-mbs-65794341.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/349756/1.jpg?9818,cle usb,5,True,2026-05-03 11:29:39
Clé USB Wi-Fi M9 Plus Anycast Dongle HDMI Miracast AirPlay DLNA ChromeCast 1080P Récepteur Écran Sans Fil,16900,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-wi-fi-m9-plus-anycast-dongle-hdmi-miracast-airplay-dlna-chromecast-1080p-recepteur-ecran-sans-fil-67521706.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/712576/1.jpg?6374,cle usb,5,True,2026-05-03 11:29:39
"Clé Usb Portable Otg 4 en 1 Design , compatible telephone, Ipad et pc",19900,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-portable-otg-4-en-1-design-compatible-telephone-ipad-et-pc-48806885.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/860884/1.jpg?8129,cle usb,5,True,2026-05-03 11:29:39
hiksemi Clé USB 64Go double connectique E307C USB 3.2 Type-C (HSM-USB-E307C-64G-U3),12900,MAD,hiksemi,USB Flash Drive,Jumia,https://www.jumia.ma/hiksemi-cle-usb-64go-double-connectique-e307c-usb-3.2-type-c-hsm-usb-e307c-64g-u3-67670559.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/507676/1.jpg?1022,cle usb,5,True,2026-05-03 11:29:39
Lexar Clé USB 3.0 64 GB JUMPDRIVE V100,8900,MAD,Lexar,USB Flash Drive,Jumia,https://www.jumia.ma/lexar-cle-usb-3.0-64-gb-jumpdrive-v100-67622060.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/022676/1.jpg?1814,cle usb,5,True,2026-05-03 11:29:39
"Enregistreur vocal numérique MP3, clé USB et lecteur de carte TF.",19500,MAD,Enregistreur,USB Flash Drive,Jumia,https://www.jumia.ma/generic-enregistreur-vocal-numerique-mp3-cle-usb-et-lecteur-de-carte-tf.-67143832.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/834176/1.jpg?6404,cle usb,5,True,2026-05-03 11:29:39
KIOXIA Clé USB 3.2 U301  16Go- Blanc,9500,MAD,KIOXIA,USB Flash Drive,Jumia,https://www.jumia.ma/kioxia-cle-usb-3.2-u301-16go-blanc-67643258.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/234676/1.jpg?9137,cle usb,5,True,2026-05-03 11:29:39
Sandisk Clé Usb Type-C 128Gb Usb 3.2 Dual Drive 400Mb/s OTG Pour Smartphone PC Mac,24900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-type-c-128gb-usb-3.2-dual-drive-400mbs-otg-pour-smartphone-pc-mac-64641884.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/814646/1.jpg?4884,cle usb,5,True,2026-05-03 11:29:39
Sandisk Cruzer Glide Clé USB 64GB  USB 3.0,8900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cruzer-glide-cle-usb-64gb-usb-3.0-65433252.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/233456/1.jpg?1664,cle usb,5,True,2026-05-03 11:29:39
"Clé USB 8 Go Métal en Forme de Clé – Flash Drive 8GB Haute Vitesse – Compatible PC, Autoradio & TV",5900,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-8-go-metal-en-forme-de-cle-flash-drive-8gb-haute-vitesse-compatible-pc-autoradio-tv-67628499.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/482676/1.jpg?9186,cle usb,5,True,2026-05-03 11:29:39
"Clé USB 128GB, haute vitesse, USB 128Go Pour Stockage",10700,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-128gb-haute-vitesse-usb-128go-pour-stockage-67756994.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/965776/1.jpg?8691,cle usb,5,True,2026-05-03 11:29:39
Lecteur de stylo d'entraînement d'instantané d'USB de Kingston DTXM Pendrive 32GB 64GB 128GB 256GB CLE 3.2 disque Flash USB Mini clé de mémoire 3.0,15900,MAD,Lecteur,USB Flash Drive,Jumia,https://www.jumia.ma/generic-lecteur-de-stylo-dentrainement-dinstantane-dusb-de-kingston-dtxm-pendrive-32gb-64gb-128gb-256gb-cle-3.2-disque-flash-usb-mini-cle-de-memoire-3.0-66560992.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/906566/1.jpg?0099,cle usb,5,True,2026-05-03 11:29:39
San Disk Clé usb 64 gb DataTraveler 64Gb Usb 2.0 // Flash Drive Clé Usb,8900,MAD,San,USB Flash Drive,Jumia,https://www.jumia.ma/san-disk-cle-usb-64-gb-datatraveler-64gb-usb-2.0-flash-drive-cle-usb-65568496.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/486556/1.jpg?3488,cle usb,5,True,2026-05-03 11:29:39
"KIOXIA  Clé Usb 64Gb Flash Drive DataTraveler, TransMemory Usb 2.0",12000,MAD,KIOXIA,USB Flash Drive,Jumia,https://www.jumia.ma/kioxia-cle-usb-64gb-flash-drive-datatraveler-transmemory-usb-2.0-66967489.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/476966/1.jpg?3660,cle usb,5,True,2026-05-03 11:29:39
Sandisk Cle usb 128GB 2in1 ultra dual drive Go usb Type-C vitesse Jusqu'à 400 Mo/s3.1gen,34000,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-128gb-2in1-ultra-dual-drive-go-usb-type-c-vitesse-jusqua-400-mos3.1gen-64619700.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/791646/1.jpg?0285,cle usb,5,True,2026-05-03 11:29:39
Sandisk Ultra Fit 16Go/Gb  Clé USB 3.1 Vitesse allant jusqu'à 130Mo/s,15800,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/ultra-fit-16gogb-cle-usb-3.1-vitesse-allant-jusqua-130mos-sandisk-mpg1179801.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/086673/1.jpg?6948,cle usb,5,True,2026-05-03 11:29:39
Sandisk Cle usb 64GB 2in1 ultra dual drive Go usb Type-C vitesse Jusqu'à 300 Mo/s3.2gen,19900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-cle-usb-64gb-2in1-ultra-dual-drive-go-usb-type-c-vitesse-jusqua-300-mos3.2gen-65659637.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/695656/1.jpg?9025,cle usb,5,True,2026-05-03 11:29:39
Clé USB 3.0 - Haute vitesse - 2To - Stockage de données -,11000,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-3.0-haute-vitesse-2to-stockage-de-donnees-60029299.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/292006/1.jpg?5846,cle usb,6,True,2026-05-03 11:29:44
Kingston DataTraveler Exodia DTX 32GB Clé USB 3.2 - capuchon et anneaux pour porte-clés,6900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-datatraveler-exodia-dtx-32gb-cle-usb-3.2-capuchon-et-anneaux-pour-porte-cles-61371186.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/117316/1.jpg?6444,cle usb,6,True,2026-05-03 11:29:44
"Kingston Clé usb 3.2 1, mémoire de 128gb, lecteur flash dtx grande capacité",20000,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-cle-usb-3.2-1-memoire-de-128gb-lecteur-flash-dtx-grande-capacite-65257274.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/275256/1.jpg?5027,cle usb,6,True,2026-05-03 11:29:44
Verbatim PinStripe Clé Usb 32Gb Flash Drive DataTraveler Usb 2.0 Drive Stockage 32go,10000,MAD,Verbatim,USB Flash Drive,Jumia,https://www.jumia.ma/verbatim-pinstripe-cle-usb-32gb-flash-drive-datatraveler-usb-2.0-drive-stockage-32go-66966560.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/566966/1.jpg?0707,cle usb,6,True,2026-05-03 11:29:44
Kodak Clé USB 3.0 K133 64 Go,9900,MAD,Kodak,USB Flash Drive,Jumia,https://www.jumia.ma/kodak-cle-usb-3.0-k133-64-go-67513596.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/531576/1.jpg?5148,cle usb,6,True,2026-05-03 11:29:44
KIOXIA TransMemory Clé Usb 32Gb Flash Drive // Usb 2.0 DataTraveler U202,8900,MAD,KIOXIA,USB Flash Drive,Jumia,https://www.jumia.ma/kioxia-transmemory-cle-usb-32gb-flash-drive-usb-2.0-datatraveler-u202-63668084.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/086636/1.jpg?5244,cle usb,6,True,2026-05-03 11:29:44
Sandisk Clé USB 3.1 Type-C à Double Connectique Ultra 128 Go,49900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-3.1-type-c-a-double-connectique-ultra-128-go-sandisk-mpg948435.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/912704/1.jpg?0573,cle usb,6,True,2026-05-03 11:29:44
Verbatim Clé usb PinStripe 2.0 - Clé usb 32GB,8500,MAD,Verbatim,USB Flash Drive,Jumia,https://www.jumia.ma/verbatim-cle-usb-pinstripe-2.0-cle-usb-32gb-24985651.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/658942/1.jpg?2885,cle usb,6,True,2026-05-03 11:29:44
"Clé USB 8 Go Métal en Forme de Clé – Flash Drive 8GB Haute Vitesse – Compatible PC, Autoradio & TV – Design Porte-Clés",8000,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-8-go-metal-en-forme-de-cle-flash-drive-8gb-haute-vitesse-compatible-pc-autoradio-tv-design-porte-cles-66123903.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/932166/1.jpg?2487,cle usb,6,True,2026-05-03 11:29:44
Kingston Clé Usb 16 Gb - Kingston 3.1,7900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-16-gb-kingston-3.1-kingston-mpg845670.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/239323/1.jpg?1977,cle usb,6,True,2026-05-03 11:29:44
"Serrure de porte intelligente sans clé, chargement USB, empreinte digitale, étanche, déverrouillage de 0,2 récepteur, portable, antivol, zinc",16900,MAD,Serrure,USB Flash Drive,Jumia,https://www.jumia.ma/generic-serrure-de-porte-intelligente-sans-cle-chargement-usb-empreinte-digitale-etanche-deverrouillage-de-02-recepteur-portable-antivol-zinc-66409702.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/790466/1.jpg?3694,cle usb,6,True,2026-05-03 11:29:44
Kingston Clé USB DataTraveler Exodia USB Type-A 3.2 Gen 1 (3.1 Gen 1) 128 Go (DTX/128GB),11900,MAD,Kingston,USB Flash Drive,Jumia,https://www.jumia.ma/kingston-cle-usb-datatraveler-exodia-usb-type-a-3.2-gen-1-3.1-gen-1-128-go-dtx128gb-65949723.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/794956/1.jpg?5486,cle usb,6,True,2026-05-03 11:29:44
Philips Clé USB Philips Originale 64Gb USB 3.0 et 2.0 Flash Drive / High Speed / Snow,15000,MAD,Philips,USB Flash Drive,Jumia,https://www.jumia.ma/cle-usb-philips-originale-64gb-usb-3.0-et-2.0-flash-drive-high-speed-snow-philips-mpg845089.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/278523/1.jpg?4683,cle usb,6,True,2026-05-03 11:29:44
Hikvision Clé USB USB 3.2 TYPEC – 64 Go (HS-USB-E304C-64G-U3),17000,MAD,Hikvision,USB Flash Drive,Jumia,https://www.jumia.ma/hikvision-cle-usb-usb-3.2-typec-64-go-hs-usb-e304c-64g-u3-65997279.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/279956/1.jpg?9186,cle usb,6,True,2026-05-03 11:29:44
"Sandisk Cle 32GB Lecteur Flash Usb 3.0 iXpand Mini- Drive Memory Stick pour iPhone, iPad",36900,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/cle-32gb-lecteur-flash-usb-3.0-ixpand-mini-drive-memory-stick-pour-iphone-ipad-sandisk-mpg933358.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/347783/1.jpg?1208,cle usb,6,True,2026-05-03 11:29:44
Clé USB 64GO USB + Micro USB pour PC et smartphone,11900,MAD,Clé,USB Flash Drive,Jumia,https://www.jumia.ma/generic-cle-usb-64go-usb-micro-usb-pour-pc-et-smartphone-64142714.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/724146/1.jpg?9664,cle usb,6,True,2026-05-03 11:29:44
Sandisk 128 Go Cruzer Blade Clé USB (SDCZ50-128G-B35),19600,MAD,Sandisk,USB Flash Drive,Jumia,https://www.jumia.ma/sandisk-128-go-cruzer-blade-cle-usb-sdcz50-128g-b35-65136728.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/763156/1.jpg?3508,cle usb,6,True,2026-05-03 11:29:44
