title,price,currency,brand,source,link,image,search_query,page,is_gaming,date_scraped
Crucial RAM 16Go DDR5 5600MHz (ou 5200MHz ou 4800MHz) Mémoire pour Ordinateur Portable CT16G56C46S5,"209,00",€,Crucial,Amazon,https://www.amazon.fr/Crucial-5600MHz-Ordinateur-Portable-CT16G56C46S5/dp/B0BLTGMCB7/ref=sr_1_99?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-99,https://m.media-amazon.com/images/I/61u+ioPoR1L._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"Lenovo IdeaPad Ordinateur portable 14 pouces 2025 36 Go de RAM, mémoire 1,6 To (SSD 1 To, 128 Go eMMC + 500 Go Ext), processeur Intel Core, carte graphique UHD, batterie longue durée WiFi-6","1085,34",€,Lenovo,Amazon,https://www.amazon.fr/Lenovo-IdeaPad-Ordinateur-2025-processeur/dp/B0FCHZ9YM3/ref=sr_1_100?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-100,https://m.media-amazon.com/images/I/81Si10kWMIL._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"HP - Écran tactile pour ordinateurs portables-17"" - Windows 11 - Stylet - AMD Ryzen 5 7530U - Business des étudiants - Ordinateur portable Computadoras 2024 et plus - Wi-Fi 6 - Grand écran (32 Go de","824,38",€,HP,Amazon,https://www.amazon.fr/HP-ordinateurs-portables-17-Ordinateur-Computadoras/dp/B0DGPTFQT8/ref=sr_1_101?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-101,https://m.media-amazon.com/images/I/810MpMWxcmL._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"Razer Laptop Cooling Pad - Support de Refroidissement Intelligent pour Ordinateurs Portables de 14 à 18 Pouces - Chambre de Pression étanche à l'air (Ventilateur Personnalisables, hub USB-A) Noir","133,09",€,Razer,Amazon,https://www.amazon.fr/Razer-Laptop-Cooling-Personnalisables-USB/dp/B0DHDT95VQ/ref=sr_1_102?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-102,https://m.media-amazon.com/images/I/61IGxv232PL._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"Lenovo IdeaPad Slim 3 16IRH10 - Ordinateur Portable 16'' WUXGA (Intel Core i5-13420H, RAM 16Go, SSD 512Go, Intel UHD Graphique, Windows 11 Home) Clavier AZERTY Français - Gris","549,99",€,Lenovo,Amazon,https://www.amazon.fr/Lenovo-IdeaPad-Slim-16IRH10-Ordinateur/dp/B0FJ2QHLG3/ref=sr_1_103?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-103,https://m.media-amazon.com/images/I/710hjht1u4L._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"Lenovo IdeaPad Flex 5 14"" FHD Convertible Laptop, AMD Ryzen 3 4300U, 4GB RAM, 128GB SSD, Graphite Grey, Windows 10S, 81X2000HUS","537,42",€,Lenovo,Amazon,https://www.amazon.fr/Lenovo-IdeaPad-Convertible-Graphite-81X2000HUS/dp/B08MJVKS11/ref=sr_1_104?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-104,https://m.media-amazon.com/images/I/61u2obqOiCS._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"ASUS ROG Strix G16 (2025) Ordinateur Portable de Jeu, écran 16"" FHD+ 16:10 165Hz/3ms, NVIDIA® GeForce RTX™ 5060 pour Ordinateur Portable, processeur Intel® Core™ i7 14650HX, 16 Go DDR5, SSD de 1 to","1667,21",€,ASUS,Amazon,https://www.amazon.fr/ASUS-ROG-Strix-Portable-Gaming/dp/B0DZZWMB2L/ref=sr_1_105?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-105,https://m.media-amazon.com/images/I/81n1T4CYfmL._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6” 144Hz FHD, GeForce RTX 3050 Ti, Intel Core i7-11370H, 8GB DDR4, 512GB PCIe NVMe SSD, Wi-FI 6, Windows 10, Eclipse Grey Color, TUF516PE-AB73","1025,89",€,ASUS,Amazon,https://www.amazon.fr/ASUS-GeForce-i7-11370H-Windows-TUF516PE-AB73/dp/B08XPC3WFQ/ref=sr_1_106?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-106,https://m.media-amazon.com/images/I/81Tx3MJBkSL._AC_UL320_.jpg,laptop,2,True,2026-04-22 14:43:44
"acer Aspire Go 15 Slim Ordinateur portable | Écran Full HD de 15,6 po | Puissant processeur 8 cœurs 3 N355 | 16 Go de RAM | SSD 512 Go | Copilot AI Ready | Microsoft Office | HDMI | Wi-Fi 6 | Windows","539,30",€,acer,Amazon,https://www.amazon.fr/acer-15-Slim-Ordinateur-processeur/dp/B0FXH6J4KV/ref=sr_1_107?dib=eyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA&dib_tag=se&keywords=laptop&qid=1776861809&sr=8-107,https://m.media-amazon.com/images/I/61oVVTM3CpL._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:44
"ASUS Zenbook 14 UM3406KA-QD073W 14 Pouces WUXGA OLED (AMD Ryzen AI 7 350, 16Go LPDDR5X, 1To SSD, AMD Radeon Graphics, Windows 11 Home) – Clavier AZERTY","1099,99",€,ASUS,Amazon,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo1MzE2MjkyMjIyMzA3ODk6MTc3Njg2MTgwOTpzcF9idGY6MzAxMDQzNzczNzIxMTMyOjowOjo&url=%2FZenbook-UM3406KA-QD073W-LPDDR5X-Graphics-Windows%2Fdp%2FB0F1G823VJ%2Fref%3Dsr_1_108_sspa%3Fdib%3DeyJ2IjoiMSJ9.VcrZijRJ7_mlMCrRKq8657_X378xD9eWI4x8VVlz9fCg6LUpxeTYizBA-xdQDV4AHUtxlnlD10PchQsuM6wfQppBf3k8codzQcETGnwMNLZYften37THcFDU4Er6TeP0PJdc95nz6q_iHVPmkFeAR7ENy55mGcqurdSr8fReuAMxFnpcGxpl1KkwMTWo7Rvyd6ihPlP8TmeuqNXU-BZLm-BXAoMl5vUYOeqHgkbZk4hz9ChKovo5TQksIrRfL4inqMhDHYxHi6dDWW5nvbpTX1_B3UAOyiFCTEem5ybywCQ.BQqObG5xEog6T8RGxfLCCAauxYjNZaPWplDCmRlquRA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1776861809%26sr%3D8-108-spons%26aref%3De49WsGfR1K%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=e49WsGfR1K&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71hPqRPEMML._AC_UL320_.jpg,laptop,2,False,2026-04-22 14:43:45
"Lenovo IdeaPad Flex 5 82XX0003GE -14"" WUXGA Touch, AMD Ryzen 7 7730U, 16 GB RAM, 512 GB SSD, Windows 11 Home","769,43",€,Lenovo,Amazon,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0NTI2Nzc2ODA4MDMxOTA1OjE3NzY4NjE4MjU6c3BfYXRmX25leHQ6MzAxMDQzNzczNzIwNzMyOjowOjo&url=%2FLenovo-IdeaPad-82XX0003GE-WUXGA-Windows%2Fdp%2FB0C18YMH91%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1776861824%26sr%3D8-97-spons%26aref%3D3b09OcHRsk%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=3b09OcHRsk&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71FOwSTAwQL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Nomad Touch - Ecran Tactile Portable de 15,6 Pouces Touch avec USB-C et HDMI | 1080P | Connectez aux téléphones, Ordinateurs Portables, PC, Xbox, PS4/5, GS156B2","99,99",€,Nomad,Amazon,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0NTI2Nzc2ODA4MDMxOTA1OjE3NzY4NjE4MjU6c3BfYXRmX25leHQ6MzAxMDMwOTg1ODQ2NzMyOjowOjo&url=%2FNomad-Touch-Connectez-t%25C3%25A9l%25C3%25A9phones-Ordinateurs%2Fdp%2FB0GS6V68YH%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1776861824%26sr%3D8-98-spons%26aref%3DPlYw1W0OA8%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=PlYw1W0OA8&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61ZqlKL5DBL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Lexibook, LAPTAB® 10 Pouces, Version 11, Ordinateur Portable avec écran Tactile, Contenu éducatif et ludique, Fonctionne sous Android, Contrôle Parental, Ultra Fin et léger, LT11FR","148,81",€,"Lexibook,",Amazon,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0NTI2Nzc2ODA4MDMxOTA1OjE3NzY4NjE4MjU6c3BfYXRmX25leHQ6MzAwNTcwMTg4MTU1NTMyOjowOjo&url=%2FLexibook-Ordinateur-Fonctionne-AndroidTM-LT11FR%2Fdp%2FB0DKWBF1X8%2Fref%3Dsr_1_99_sspa%3Fdib%3DeyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1776861824%26sr%3D8-99-spons%26aref%3Dd7mEsm5skq%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=d7mEsm5skq&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71DWmehwBtL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"SanDisk 8 To Desk Drive, SSD externe, USB Type-C, jusqu’à 1 000 Mo/s en lecture, Solid State Drive haute capacité","765,99",€,SanDisk,Amazon,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTo0NTI2Nzc2ODA4MDMxOTA1OjE3NzY4NjE4MjU6c3BfYXRmX25leHQ6MzAwMzU2NjkzMDY3MzMyOjowOjo&url=%2FSanDisk-externe-Type-C-lecture-capacit%25C3%25A9%2Fdp%2FB0CXV72LYR%2Fref%3Dsr_1_100_sspa%3Fdib%3DeyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1776861824%26sr%3D8-100-spons%26aref%3Dy4qt2EYmOW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=y4qt2EYmOW&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61N1mCPkaHL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
LENOVO PC Portable 15 Pouces 15.6 AMD Ryzen 3/8 Go / 512 Go SSD,N/A,N/A,LENOVO,Amazon,https://www.amazon.fr/LENOVO-Portable-Pouces-15-6-Ryzen/dp/B0DTZ19ZD1/ref=sr_1_101?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-101,https://m.media-amazon.com/images/I/71DL+Tb0fWL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Samsung Galaxy Book6 16"", Copilot+ PC, PC Portable avec IA, Processeur Intel Core Ultra 7, Mémoire 16 Go RAM, 512 Go SSD, Écran IPS, Anti-Reflet, Batterie Haute Performance, Anthracite","1449,97",€,Samsung,Amazon,https://www.amazon.fr/Samsung-Processeur-Anti-Reflet-Performance-Anthracite/dp/B0GPFCWWBC/ref=sr_1_102?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-102,https://m.media-amazon.com/images/I/71wBGxOqsVL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Lenovo Chromebook 300e 2e génération, ordinateur portable 2 en 1, ordinateur portable 2 en 1, AMD A4-9ème 2,5 GHz, 4 Go de RAM, 32 Go SSD, Chrome OS (renouvelé)","180,23",€,Lenovo,Amazon,https://www.amazon.fr/Lenovo-Chromebook-300e-g%C3%A9n%C3%A9ration-ordinateur/dp/B0CT5KZV8X/ref=sr_1_103?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-103,https://m.media-amazon.com/images/I/51j-cBOt7+L._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Dell 16 PC Portable DC16250, 16"" 2K WVA antireflet 16:10, Intel Core 5 120U, 16 Go RAM, 512 Go SSD, Intel UHD, Windows 11 Home, AZERTY rétroéclairé, Carbon Black (Chargeur Vendu séparément)","779,00",€,Dell,Amazon,https://www.amazon.fr/Dell-Portable-DC16250-WVA-antireflet/dp/B0GKCWPY13/ref=sr_1_104?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-104,https://m.media-amazon.com/images/I/71Wu3Kiv4eL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:53
"Dell Latitude E5470 14"" 1920 x 1080 Full HD Intel Core i5 256 Go SSD Disque dur 8 Go de mémoire Windows 11 Pro Webcam Business Ordinateur portable (Reconditionné)",N/A,N/A,Dell,Amazon,https://www.amazon.fr/Dell-Latitude-Business-Ordinateur-Reconditionn%C3%A9/dp/B0B4D2R141/ref=sr_1_105?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-105,https://m.media-amazon.com/images/I/51iH2T7YDwL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:54
"Lenovo ThinkPad X260 Ordinateur portable i5 (6.Gen) 12"" HD 16Go RAM 120Go SSD Appareil photo LTE Windows 10 Prof",N/A,N/A,Lenovo,Amazon,https://www.amazon.fr/Lenovo-ThinkPad-Ordinateur-portable-Appareil/dp/B07YC94WWJ/ref=sr_1_106?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-106,https://m.media-amazon.com/images/I/71oVJO-GDwL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:54
"Lenovo ThinkPad T470s UltraBook Ordinateur portable 14"" Full HD Intel Core i5-6300U @ 3 GHz max 8 Go SSD 256 Go avec Windows 11 Pro et logiciel antivirus gratuit",N/A,N/A,Lenovo,Amazon,https://www.amazon.fr/Lenovo-ThinkPad-UltraBook-Ordinateur-antivirus/dp/B09ZY5LM3C/ref=sr_1_107?dib=eyJ2IjoiMSJ9.BJ5PLWotYCy4NtzNjAlbM4nM8j-dj6AIXitxV4gwfJaFttGpAEI_ua5bKpy6xNQObWZUgW0_9dpRtu7N8bE31JYnTGF6bLMw4BvpuhmB4mHBY0oMZE4NcVZXUUrgvT7nXV03_Gu9fHNo8u1DAkmFnXH0VwAewEMWHTQC0W7a0_AKTL_7dgJdyOmMFseClZ7ycbp4ugqRKoNqKAO_GGcePajG31KCd1WRQBgcjSB3ATnB-oxIMH4b4gCVXSEbRBYYNd-ql_LrHTgUm_94O_7Ruc9UGC8zqn2SxU1-KvKgiDI.BSjAfVlvqhxidJ5lnJlbCBpT9OIguXtWps081XdXYTM&dib_tag=se&keywords=laptop&qid=1776861824&sr=8-107,https://m.media-amazon.com/images/I/61M6IHFOXQL._AC_UL320_.jpg,laptop,3,False,2026-04-22 14:43:54
